GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS1099969348	2021-03-21 14:02:22.49693	16233	species	Eastern Phoebe	Sayornis phoebe			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34047, -86.18380	L14109761	P	32.3404680	-86.1838000	2021-03-21	12:59:00	obsr698531	S83822649	Stationary	P21	EBIRD	5			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1096809971	2021-03-17 11:10:43.714512	1756	species	Pied-billed Grebe	Podilymbus podiceps			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-15	14:47:00	obsr665305	S83558923	Traveling	P22	EBIRD	22	2.744		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1085259042	2021-03-01 13:21:41.850818	33194	species	Northern Cardinal	Cardinalis cardinalis			4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-01	09:06:00	obsr665305	S82568567	Stationary	P21	EBIRD	14			1	1		0	1	0		Sun porch. Light rain.	
URN:CornellLabOfOrnithology:EBIRD:OBS1093049184	2021-03-16 12:26:43.264759	31361	species	Pine Siskin	Spinus pinus			4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-12	09:04:00	obsr665305	S83241254	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 66 degrees partly sunny with high, hazy clouds.	Continuing.
URN:CornellLabOfOrnithology:EBIRD:OBS1092413942	2021-03-16 12:26:43.264759	2339	species	Mourning Dove	Zenaida macroura			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-11	09:48:00	obsr665305	S83188191	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch.	
URN:CornellLabOfOrnithology:EBIRD:OBS1107060727	2021-03-30 08:57:49.762145	33194	species	Northern Cardinal	Cardinalis cardinalis			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-30	07:48:00	obsr665305	S84388166	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 54 degrees sunny.	
URN:CornellLabOfOrnithology:EBIRD:OBS1086223556	2021-03-02 18:55:25.089307	31084	species	House Finch	Haemorhous mexicanus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-02	14:10:00	obsr940190	S82653498	Stationary	P21	EBIRD	50			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1091007189	2021-03-09 08:47:47.385736	2339	species	Mourning Dove	Zenaida macroura			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34049, -86.18346	L13972178	P	32.3404890	-86.1834560	2021-03-09	07:42:00	obsr698531	S83066168	Stationary	P21	EBIRD	5			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1097425579	2021-03-18 09:51:42.658362	31084	species	House Finch	Haemorhous mexicanus			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-18	08:40:00	obsr665305	S83609830	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 65 degrees mostly cloudy.	
URN:CornellLabOfOrnithology:EBIRD:OBS1089413584	2021-03-25 12:14:45.195882	26739	species	European Starling	Sturnus vulgaris			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The National Memorial For Peace And Justice	L13946863	H	32.3718558	-86.3137808	2021-03-07	07:09:00	obsr374184	S82925916	Traveling	P22	EBIRD	26	0.531		2	1	G6381641	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1087452683	2021-03-09 14:41:35.844978	31084	species	House Finch	Haemorhous mexicanus			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-04	08:58:00	obsr665305	S82754473	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch.	
URN:CornellLabOfOrnithology:EBIRD:OBS1096880145	2021-03-17 16:33:05.814477	28730	species	Cedar Waxwing	Bombycilla cedrorum			43					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Oak Park	L2612975	H	32.3692002	-86.2869912	2021-03-17	11:04:00	obsr221235	S83565217	Traveling	P22	EBIRD	47	1.093		2	1	G6421165	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1087158472	2021-03-04 08:53:16.994028	20373	species	Blue Jay	Cyanocitta cristata			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			167–223 Tanglewood Trail, Montgomery US-AL 32.17434, -86.31623	L13910990	P	32.1743390	-86.3162290	2021-03-03	09:53:00	obsr743214	S82728269	Traveling	P22	EBIRD	120	0.805		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1097854127	2021-03-18 22:20:53.331753	7092	species	Great Blue Heron	Ardea herodias			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Mason mill	L13800298	P	32.3351544	-86.0373657	2021-03-18	09:00:00	obsr658500	S83648676	Stationary	P21	EBIRD	15			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1088820740	2021-03-06 14:16:17.318176	27022	species	Northern Mockingbird	Mimus polyglottos			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Montgomery Riverfront Park	L2482913	H	32.3827848	-86.3129470	2021-03-06	11:16:00	obsr183378	S82876852	Traveling	P22	EBIRD	35	2.414		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1100295673	2021-03-24 17:08:49.077559	31382	species	American Goldfinch	Spinus tristis			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			3221 Warrenton Road, Montgomery, Alabama, US (32.347, -86.267)	L13811399	P	32.3466126	-86.2672110	2021-03-21	07:18:00	obsr714567	S83852792	Incidental	P20	EBIRD				1	0		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1094263809	2021-03-16 12:26:19.748248	26287	species	Carolina Wren	Thryothorus ludovicianus			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-13	08:25:00	obsr940190	S83349622	Stationary	P21	EBIRD	65			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1096795612	2021-03-17 11:11:00.798104	297	species	Canada Goose	Branta canadensis			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			238 Mason Mill Rd, Pike Road US-AL (32.3353,-86.0396)	L6521138	P	32.3352620	-86.0396200	2021-03-15	15:37:00	obsr665305	S83558946	Traveling	P22	EBIRD	8	0.446		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086627627	2021-03-03 12:19:48.795312	297	species	Canada Goose	Branta canadensis			4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			2140 Halcyon Downs Loop, Montgomery US-AL (32.3458,-86.1725)	L10381474	P	32.3458220	-86.1724960	2021-03-03	09:04:00	obsr325012	S82684550	Traveling	P22	EBIRD	92	3.953		2	1		0	1	0		Sun wind 48	
URN:CornellLabOfOrnithology:EBIRD:OBS1104863516	2021-03-27 16:24:35.509854	23051	species	Purple Martin	Progne subis			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-27	13:07:00	obsr186678	S84214754	Traveling	P22	EBIRD	134	4.000		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1088075822	2021-03-09 14:41:35.844978	25797	species	Ruby-crowned Kinglet	Regulus calendula			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-05	09:45:00	obsr940190	S82812023	Stationary	P21	EBIRD	15			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086627631	2021-03-03 12:19:48.815434	32577	species	Common Grackle	Quiscalus quiscula			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			2140 Halcyon Downs Loop, Montgomery US-AL (32.3458,-86.1725)	L10381474	P	32.3458220	-86.1724960	2021-03-03	09:04:00	obsr325012	S82684550	Traveling	P22	EBIRD	92	3.953		2	1		0	1	0		Sun wind 48	
URN:CornellLabOfOrnithology:EBIRD:OBS1097731322	2021-03-18 18:40:07.926386	27031	species	Eastern Bluebird	Sialia sialis			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L12597551	P	32.3251920	-86.1527620	2021-03-18	17:26:00	obsr851458	S83637436	Stationary	P21	EBIRD	13			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1100211370	2021-03-21 18:33:07.008568	26287	species	Carolina Wren	Thryothorus ludovicianus			2	S 	C2	S 		United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Waugh Park	L2063613	H	32.3561700	-86.0475000	2021-03-21	16:41:00	obsr35725	S83844992	Traveling	P22	EBIRD	27	0.960		1	1		0	1	0		Weather partly sunny and pleasant; temp 72 F. Walked paved quarter-mile loop noting all birds detected.	
URN:CornellLabOfOrnithology:EBIRD:OBS1091007190	2021-03-09 08:47:47.388383	28730	species	Cedar Waxwing	Bombycilla cedrorum			15					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34049, -86.18346	L13972178	P	32.3404890	-86.1834560	2021-03-09	07:42:00	obsr698531	S83066168	Stationary	P21	EBIRD	5			1	1		0	1	0			This was from yesterday and I failed to record it
URN:CornellLabOfOrnithology:EBIRD:OBS1100788892	2021-03-22 12:35:57.897162	471	species	Mallard	Anas platyrhynchos			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			100 Capitol Commerce Blvd, Montgomery US-AL 32.36969, -86.13123	L11762980	P	32.3696940	-86.1312300	2021-03-22	11:24:00	obsr1410827	S83889267	Traveling	P22	EBIRD	11	0.815		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1085223981	2021-03-01 09:34:07.29242	21127	species	Carolina Chickadee	Poecile carolinensis			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34049, -86.18372	L11278163	P	32.3404920	-86.1837210	2021-03-01	08:30:00	obsr698531	S82565775	Stationary	P21	EBIRD	5			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1097026243	2021-03-17 16:33:05.814477	26950	species	Brown Thrasher	Toxostoma rufum			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Oak Park	L2612975	H	32.3692002	-86.2869912	2021-03-17	11:04:00	obsr2106491	S83578154	Traveling	P22	EBIRD	47	1.093		2	1	G6421165	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1101399525	2021-03-24 16:49:30.36175	27462	species	American Robin	Turdus migratorius			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-23	08:06:00	obsr665305	S83938273	Stationary	P21	EBIRD	14			1	1		0	1	0		Sun porch. 62 degrees overcast.	
URN:CornellLabOfOrnithology:EBIRD:OBS1088679061	2021-03-06 11:18:31.431065	8011	species	Red-tailed Hawk	Buteo jamaicensis			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			I-65 N, Hope Hull US-AL 32.22305, -86.39327	L13934194	P	32.2230530	-86.3932730	2021-03-06	10:05:00	obsr513580	S82861244	Traveling	P22	EBIRD	12	26.811		2	0	G6373349	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1095153352	2021-03-16 12:24:50.470152	31943	species	White-throated Sparrow	Zonotrichia albicollis			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-14	16:00:00	obsr940190	S83426507	Stationary	P21	EBIRD	40			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086683918	2021-03-03 13:54:39.920925	27022	species	Northern Mockingbird	Mimus polyglottos			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			100 Capitol Commerce Blvd, Montgomery US-AL 32.36972, -86.13120	L13904151	P	32.3697160	-86.1311990	2021-03-03	12:41:00	obsr1410827	S82690226	Traveling	P22	EBIRD	13	0.931		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1088879434	2021-04-02 14:48:01.790618	27022	species	Northern Mockingbird	Mimus polyglottos			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The National Memorial For Peace And Justice	L13946863	H	32.3718558	-86.3137808	2021-03-06	12:16:00	obsr183378	S82881817	Traveling	P22	EBIRD	32	0.720		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1100292037	2021-03-21 19:33:50.208196	602	species	Lesser Scaup	Aythya affinis			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-21	17:03:00	obsr186678	S83851944	Traveling	P22	EBIRD	88	6.402		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1098157030	2021-03-19 13:16:46.878375	31361	species	Pine Siskin	Spinus pinus			8					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-19	11:18:00	obsr665305	S83671835	Stationary	P21	EBIRD	9			1	1		0	1	0			Found my first dead one (not counted, of course) this morning.
URN:CornellLabOfOrnithology:EBIRD:OBS1102608150	2021-04-02 13:28:01.004757	32858	species	Yellow-rumped Warbler	Setophaga coronata			5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-24	17:30:00	obsr940190	S84039211	Stationary	P21	EBIRD	40			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086223568	2021-03-02 18:55:25.089307	27022	species	Northern Mockingbird	Mimus polyglottos			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-02	14:10:00	obsr940190	S82653498	Stationary	P21	EBIRD	50			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1088103607	2021-03-05 15:48:55.547595	27022	species	Northern Mockingbird	Mimus polyglottos			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			632 Turkey Trot Trail, Pike Road, Alabama, US (32.361, -86.083)	L13925694	P	32.3608366	-86.0825204	2021-03-05	14:27:00	obsr1661838	S82815067	Stationary	P21	EBIRD	20			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086627645	2021-03-03 12:19:48.869748	31361	species	Pine Siskin	Spinus pinus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			2140 Halcyon Downs Loop, Montgomery US-AL (32.3458,-86.1725)	L10381474	P	32.3458220	-86.1724960	2021-03-03	09:04:00	obsr325012	S82684550	Traveling	P22	EBIRD	92	3.953		2	1		0	1	0		Sun wind 48	
URN:CornellLabOfOrnithology:EBIRD:OBS1085223983	2021-03-01 09:34:07.29515	28730	species	Cedar Waxwing	Bombycilla cedrorum			6					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34049, -86.18372	L11278163	P	32.3404920	-86.1837210	2021-03-01	08:30:00	obsr698531	S82565775	Stationary	P21	EBIRD	5			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1095057486	2021-03-14 18:15:28.110153	31084	species	House Finch	Haemorhous mexicanus			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			146 Forest Glen Dr, Pike Road US-AL 32.34717, -86.02060	L13681527	P	32.3471710	-86.0206040	2021-03-14	16:54:00	obsr790796	S83417818	Stationary	P21	EBIRD	20			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1099969349	2021-03-21 14:02:22.497789	33194	species	Northern Cardinal	Cardinalis cardinalis			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34047, -86.18380	L14109761	P	32.3404680	-86.1838000	2021-03-21	12:59:00	obsr698531	S83822649	Stationary	P21	EBIRD	5			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1102113796	2021-03-24 16:49:30.36175	31084	species	House Finch	Haemorhous mexicanus			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-24	06:50:00	obsr665305	S83994751	Stationary	P21	EBIRD	11			1	1		0	1	0		Sun porch. 61 degrees overcast.	
URN:CornellLabOfOrnithology:EBIRD:OBS1095018068	2021-03-16 12:38:52.282067	471	species	Mallard	Anas platyrhynchos			43					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Lake Cameron, Pike Road, AL, us	L9302559	P	32.3523616	-86.0223546	2021-03-14	15:58:00	obsr790796	S83414251	Traveling	P22	EBIRD	29	5.180		2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086952534	2021-03-03 21:23:28.321746	20638	species	American Crow	Corvus brachyrhynchos			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Mason mill	L13800298	P	32.3351544	-86.0373657	2021-03-03	15:30:00	obsr658500	S82713717	Traveling	P22	EBIRD	30	0.483		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1090001361	2021-03-08 13:18:11.744931	575	species	Canvasback	Aythya valisineria			1				Male, Adult (1)	United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			East McLean Rd., Hope Hull	L1070027	H	32.2373067	-86.3624096	2021-03-07	08:49:00	obsr183378	S82982417	Traveling	P22	EBIRD	57	2.527		2	1	G6381639	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1096796613	2021-03-17 10:49:37.177754	33194	species	Northern Cardinal	Cardinalis cardinalis			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34049, -86.18362	L13429970	P	32.3404940	-86.1836190	2021-03-17	09:48:00	obsr698531	S83557692	Incidental	P20	EBIRD				1	0		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1096880139	2021-03-17 16:33:05.814477	33194	species	Northern Cardinal	Cardinalis cardinalis			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Oak Park	L2612975	H	32.3692002	-86.2869912	2021-03-17	11:04:00	obsr221235	S83565217	Traveling	P22	EBIRD	47	1.093		2	1	G6421165	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1100211365	2021-03-21 18:33:07.008568	31361	species	Pine Siskin	Spinus pinus			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Waugh Park	L2063613	H	32.3561700	-86.0475000	2021-03-21	16:41:00	obsr35725	S83844992	Traveling	P22	EBIRD	27	0.960		1	1		0	1	0		Weather partly sunny and pleasant; temp 72 F. Walked paved quarter-mile loop noting all birds detected.	Flyover calling
URN:CornellLabOfOrnithology:EBIRD:OBS1106045425	2021-03-28 22:00:27.440167	33194	species	Northern Cardinal	Cardinalis cardinalis			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Alabama State Capitol	L848141	H	32.3776600	-86.3006008	2021-03-28	18:00:00	obsr314516	S84313152	Incidental	P20	EBIRD				1	0		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1096810100	2021-03-17 11:10:53.577188	9697	species	Belted Kingfisher	Megaceryle alcyon			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Northlake St, Pike Road US-AL (32.3490,-86.0178)	L14061192	P	32.3490440	-86.0177610	2021-03-15	15:22:00	obsr665305	S83558939	Stationary	P21	EBIRD	6			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1104863510	2021-03-27 16:24:35.455519	471	species	Mallard	Anas platyrhynchos			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-27	13:07:00	obsr186678	S84214754	Traveling	P22	EBIRD	134	4.000		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1097962267	2021-03-19 06:15:13.912755	27462	species	American Robin	Turdus migratorius			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			922 Felder Ave, Montgomery US-AL 32.35807, -86.29222	L14072939	P	32.3580680	-86.2922200	2021-03-18	14:28:00	obsr534493	S83627987	Stationary	P21	EBIRD	15			1	1		0	1	0		At the Scott & Zelda Fitzgerald Museum/ home.	
URN:CornellLabOfOrnithology:EBIRD:OBS1099110012	2021-03-20 15:35:15.850272	27031	species	Eastern Bluebird	Sialia sialis			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			8593–8627 Mt Zion Rd, Ramer US-AL (32.1085,-86.1591) Evans Lake	L7061037	P	32.1084520	-86.1591410	2021-03-20	14:24:00	obsr665305	S83749241	Stationary	P21	EBIRD	11			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1099332414	2021-03-24 17:12:33.023378	2316	species	White-winged Dove	Zenaida asiatica			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			3221 Warrenton Road, Montgomery, Alabama, US (32.347, -86.267)	L13811399	P	32.3466126	-86.2672110	2021-03-20	08:13:00	obsr714567	S83769776	Stationary	P21	EBIRD	631			1	1		0	1	1			Just one. At the ground feeder.
URN:CornellLabOfOrnithology:EBIRD:OBS1108502983	2021-03-31 22:00:17.871606	2339	species	Mourning Dove	Zenaida macroura			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Gunter Hill Park	L2612930	H	32.3582845	-86.4544322	2021-03-31	15:54:00	obsr1352853	S84513900	Stationary	P21	EBIRD	305			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1097619284	2021-03-19 06:10:30.996709	28730	species	Cedar Waxwing	Bombycilla cedrorum			12					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Alabama State Capitol	L848141	H	32.3776600	-86.3006008	2021-03-18	13:44:00	obsr534493	S83627716	Traveling	P22	EBIRD	5	0.369		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1087463670	2021-03-09 14:41:35.844978	10620	species	Red-bellied Woodpecker	Melanerpes carolinus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-04	14:30:00	obsr940190	S82756204	Stationary	P21	EBIRD	75			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1096880144	2021-03-17 16:33:05.814477	27462	species	American Robin	Turdus migratorius			6					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Oak Park	L2612975	H	32.3692002	-86.2869912	2021-03-17	11:04:00	obsr221235	S83565217	Traveling	P22	EBIRD	47	1.093		2	1	G6421165	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086534505	2021-03-09 14:44:01.420369	2316	species	White-winged Dove	Zenaida asiatica			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-03	09:00:00	obsr940190	S82677581	Stationary	P21	EBIRD	25			1	1		0	1	1			Continued...
URN:CornellLabOfOrnithology:EBIRD:OBS1089535883	2021-03-08 13:00:52.129293	297	species	Canada Goose	Branta canadensis			47					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			East McLean Rd., Hope Hull	L1070027	H	32.2373067	-86.3624096	2021-03-07	08:49:00	obsr374184	S82938371	Traveling	P22	EBIRD	57	2.527		2	1	G6381639	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1091721642	2021-03-10 09:58:24.184823	27462	species	American Robin	Turdus migratorius			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-10	08:46:00	obsr665305	S83127050	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 63 degrees sunny.	
